course_department;course_code;professor;time;course_title;completed;total_enrolled;the_course_content;amount_learned;the_course_as_a_whole;instructors_effectiveness;grading_techniques
IMMUN;532;david rawlings;wi14;Intersection of Innate and Adaptive Immunity in Disease;6;16;3.1;3.0;3.25;3.1;3.13
IMMUN;532;steven ziegler;wi14;Intersection of Innate and Adaptive Immunity in Disease;5;16;4.13;4.0;3.88;4.0;4.17
IMMUN;532;jessica hamerman;wi15;Intersection of Innate and Adaptive Immunity in Disease;16;28;4.17;4.5;4.25;4.61;3.83
IMMUN;532;philip greenberg;wi15;Intersection of Innate and Adaptive Immunity in Disease;2;28;4.0;5.0;4.5;4.5;5.0
IMMUN;532;mohamed oukka;wi15;Intersection of Innate and Adaptive Immunity in Disease;3;28;4.5;4.0;4.5;4.0;4.0
IMMUN;532;marion pepper;wi15;Intersection of Innate and Adaptive Immunity in Disease;3;28;5.0;5.0;5.0;5.0;5.0
IMMUN;532;steven ziegler;wi15;Intersection of Innate and Adaptive Immunity in Disease;3;28;4.25;4.5;4.25;4.25;4.5
IMMUN;532;keith elkon;wi15;Intersection of Innate and Adaptive Immunity in Disease;3;28;4.0;4.5;4.0;4.0;4.5
IMMUN;532;daniel stetson;wi15;Intersection of Innate and Adaptive Immunity in Disease;5;28;5.0;5.0;5.0;5.0;5.0
IMMUN;534;daniel campbell;sp14;Central Issues in Immunology;8;9;3.1;3.17;2.75;3.5;3.33
IMMUN;534;edward clark;sp14;Central Issues in Immunology;8;9;2.83;3.0;2.83;3.5;3.63
IMMUN;534;daniel campbell;sp15;Central Issues in Immunology;4;8;4.0;3.5;4.0;4.0;3.83
IMMUN;537;amy weinmann;au13;Immunological Methods;6;6;4.0;4.13;4.25;4.75;4.1
IMMUN;537;pamela fink;au13;Immunological Methods;6;6;4.5;4.5;4.75;4.5;4.0
IMMUN;537;andrew oberst;au14;Immunological Methods;11;12;4.19;4.58;4.29;4.29;3.83
IMMUN;537;pamela fink;au14;Immunological Methods;12;12;3.9;4.5;4.17;4.0;4.17
IMMUN;538;ram savan;sp14;Immunological Based Diseases and Treatments;5;7;3.88;3.75;3.88;4.33;4.0
IMMUN;538;estelle bettelli;sp14;Immunological Based Diseases and Treatments;6;7;3.83;3.5;3.25;2.5;3.67
IMMUN;538;ram savan;sp15;Immunological Based Diseases and Treatments;6;11;3.75;3.83;3.75;3.9;3.75
IMMUN;538;estelle bettelli;sp15;Immunological Based Diseases and Treatments;4;11;3.5;3.5;3.17;3.5;3.5
IMT;500;michelle carter;au14;Foundations of Information Management;30;40;3.1;3.1;3.36;4.0;2.83
IMT;500;akhila chitiprolu;au14;Foundations of Information Management;25;40;3.0;3.21;3.08;3.1;2.67
IMT;500;akhila chitiprolu;au14;Foundations of Information Management;25;40;3.14;NULL;3.29;3.0;NULL
IMT;500;michelle carter;au14;Foundations of Information Management;35;40;3.33;NULL;3.43;3.58;NULL
IMT;503;jill woelfer;sp13;Effective Oral Communications for Information Professionals;11;34;3.38;NULL;3.38;4.0;NULL
IMT;503;jill woelfer;sp13;Effective Oral Communications for Information Professionals;6;16;4.75;NULL;4.75;4.9;NULL
IMT;525;mark squire;wi15;Information Management and Technology in Sports;21;40;3.0;NULL;3.2;NULL;3.63
IMT;525;aren kaser;wi15;Information Management and Technology in Sports;16;40;3.3;NULL;3.17;NULL;3.5
IMT;525;greg hay;wi14;Information Management and Technology in Sports;21;29;1.56;NULL;1.0;0.31;NULL
IMT;530;jin lee;wi14;Organization of Information Resources;21;39;3.56;3.75;3.65;4.06;3.56
IMT;530;divya yadav;wi14;Organization of Information Resources;14;39;3.67;NULL;3.79;3.67;NULL
IMT;530;mike doane;wi15;Organization of Information Resources;11;16;4.2;NULL;4.58;4.89;NULL
IMT;530;paul weiss;wi15;Organization of Information Resources;8;16;3.67;NULL;3.83;1.0;NULL
IMT;530;divya yadav;wi14;Organization of Information Resources;13;40;4.13;NULL;4.33;3.25;NULL
IMT;530;michael doane;wi14;Organization of Information Resources;19;40;4.0;3.94;4.5;4.75;4.25
IMT;530;mike doane;wi15;Organization of Information Resources;5;9;4.25;NULL;4.25;4.67;NULL
IMT;530;paul weiss;wi15;Organization of Information Resources;3;9;4.25;NULL;4.25;4.75;NULL
IMT;530;michael doane;wi14;Organization of Information Resources;8;18;4.25;4.5;4.5;4.5;3.25
IMT;530;divya yadav;wi14;Organization of Information Resources;5;18;4.33;NULL;4.33;4.0;NULL
IMT;535;mike doane;au14;Introduction to Information Architecture;30;41;3.91;4.03;4.08;4.56;3.96
IMT;535;krista davis;au14;Introduction to Information Architecture;25;41;4.18;NULL;4.08;4.31;NULL
IMT;535;karen morrill-mcclure;au14;Introduction to Information Architecture;30;41;4.03;3.92;3.96;4.33;3.78
IMT;535;krista davis;au14;Introduction to Information Architecture;21;39;4.15;NULL;4.11;4.0;NULL
IMT;535;karen morrill-mcclure;au14;Introduction to Information Architecture;26;39;3.93;3.88;3.93;4.0;3.5
IMT;535;mike doane;au14;Introduction to Information Architecture;26;39;3.42;3.79;3.75;4.07;3.9
IMT;540;batya friedman;wi15;Design Methods for Interactive Systems;22;30;4.65;NULL;4.65;4.85;NULL
IMT;540;david hendry;au14;Design Methods for Interactive Systems;15;16;4.67;4.56;5.0;4.96;4.67
IMT;540;ishan korde;wi15;Design Methods for Interactive Systems;8;30;4.7;NULL;4.83;4.5;NULL
IMT;540;valentina grigoreanu;au13;Design Methods for Interactive Systems;33;40;3.0;NULL;3.05;2.11;NULL
IMT;540;philip reed;au13;Design Methods for Interactive Systems;21;40;3.19;NULL;3.38;3.67;NULL
IMT;540;amanda menking;au13;Design Methods for Interactive Systems;21;40;2.92;NULL;3.38;3.67;NULL
IMT;540;philip reed;au13;Design Methods for Interactive Systems;18;40;3.63;NULL;3.67;3.3;NULL
IMT;540;amanda menking;au13;Design Methods for Interactive Systems;17;40;3.5;NULL;3.5;3.81;NULL
IMT;540;valentina grigoreanu;au13;Design Methods for Interactive Systems;31;40;2.93;NULL;2.8;2.23;NULL
IMT;540;david hendry;au13;Design Methods for Interactive Systems;18;19;4.25;4.56;4.6;4.75;3.93
IMT;541;hans scholl;wi15;Enterprise Information Systems Analysis and Design;11;21;2.63;NULL;2.8;2.2;NULL
IMT;541;krista davis;wi15;Enterprise Information Systems Analysis and Design;10;21;2.5;NULL;2.75;2.83;NULL
IMT;541;hans scholl;au13;Enterprise Information Systems Analysis and Design;27;35;3.85;NULL;3.85;3.88;NULL
IMT;541;yuan lin;au13;Enterprise Information Systems Analysis and Design;26;35;4.0;NULL;4.0;4.13;NULL
IMT;541;yuan lin;wi14;Enterprise Information Systems Analysis and Design;9;18;4.25;NULL;4.25;4.25;NULL
IMT;541;hans scholl;wi14;Enterprise Information Systems Analysis and Design;10;18;4.1;NULL;3.83;4.1;NULL
IMT;541;krista davis;wi15;Enterprise Information Systems Analysis and Design;10;15;3.17;NULL;3.5;4.07;NULL
IMT;541;hans scholl;wi15;Enterprise Information Systems Analysis and Design;11;15;2.88;NULL;3.0;2.8;NULL
IMT;541;hans scholl;wi14;Enterprise Information Systems Analysis and Design;5;15;2.75;NULL;2.33;2.67;NULL
IMT;541;yuan lin;wi14;Enterprise Information Systems Analysis and Design;3;15;2.5;NULL;2.5;3.0;NULL
IMT;550;megan finn;wi15;Policy and Ethics in Information Management;28;40;3.43;NULL;3.33;3.07;NULL
IMT;550;bryce newell;wi15;Policy and Ethics in Information Management;20;40;3.2;NULL;3.5;3.5;NULL
IMT;550;lassana magassa;au14;Policy and Ethics in Information Management;6;41;NULL;3.17;3.5;NULL;NULL
IMT;550;maria garrido;au14;Policy and Ethics in Information Management;12;41;NULL;3.17;3.17;NULL;NULL
IMT;550;ricardo gomez;wi14;Policy and Ethics in Information Management;15;36;2.8;NULL;2.8;3.25;NULL
IMT;550;philip reed;wi14;Policy and Ethics in Information Management;15;36;2.86;NULL;3.0;2.88;NULL
IMT;550;annie searle;au14;Policy and Ethics in Information Management;20;40;4.4;4.11;4.38;4.71;4.28
IMT;550;lassana magassa;au14;Policy and Ethics in Information Management;14;40;4.0;3.63;3.88;3.67;4.0
IMT;550;maria garrido;wi15;Policy and Ethics in Information Management;26;39;4.25;NULL;4.27;4.96;NULL
IMT;550;bryce newell;wi15;Policy and Ethics in Information Management;20;39;4.2;NULL;4.2;4.17;NULL
IMT;550;philip reed;wi14;Policy and Ethics in Information Management;16;40;2.9;NULL;3.17;3.17;NULL
IMT;550;ricardo gomez;wi14;Policy and Ethics in Information Management;18;40;2.9;NULL;3.0;3.13;NULL
IMT;550;annie searle;wi14;Policy and Ethics in Information Management;12;14;4.75;4.75;4.83;4.9;4.75
IMT;550;annie searle;au14;Policy and Ethics in Information Management;12;15;4.07;4.3;4.33;4.17;4.17
IMT;551;ilanko subramaniam;au14;Foundations of Organizational Information Assurance;10;15;NULL;3.0;3.0;NULL;NULL
IMT;551;barbara endicott-popovsky;au13;Foundations of Organizational Information Assurance;20;30;3.64;NULL;3.63;3.75;NULL
IMT;551;barbara endicott-popovsky;au14;Foundations of Organizational Information Assurance;2;4;3.0;NULL;4.0;3.5;NULL
IMT;551;barbara endicott-popovsky;au14;Foundations of Organizational Information Assurance;1;5;5.0;NULL;5.0;5.0;NULL
IMT;551;ilanko subramaniam;au13;Foundations of Organizational Information Assurance;1;2;4.0;NULL;5.0;4.0;NULL
IMT;552;ilanko subramaniam;wi15;Information Assurance Risk Assessment and Management;6;14;4.5;NULL;4.5;4.5;NULL
IMT;552;barbara endicott-popovsky;wi14;Information Assurance Risk Assessment and Management;11;19;3.6;NULL;3.8;3.75;NULL
IMT;552;ilanko subramaniam;wi15;Information Assurance Risk Assessment and Management;8;15;3.5;NULL;3.5;3.83;NULL
IMT;552;ilanko subramaniam;wi15;Information Assurance Risk Assessment and Management;1;2;5.0;NULL;4.0;4.0;NULL
IMT;552;ilanko subramaniam;wi15;Information Assurance Risk Assessment and Management;1;2;5.0;NULL;5.0;5.0;NULL
IMT;552;ilanko subramaniam;wi15;Information Assurance Risk Assessment and Management;4;6;3.5;NULL;3.0;3.0;NULL
IMT;553;michael simon;sp13;Establishing and Managing Information Assurance Strategies;7;5;4.63;4.33;4.8;4.8;4.5
IMT;553;michael simon;sp15;Establishing and Managing Information Assurance Strategies;5;6;4.88;NULL;4.67;4.88;NULL
IMT;553;michael simon;sp15;Establishing and Managing Information Assurance Strategies;2;2;4.5;NULL;4.5;4.5;NULL
IMT;553;michael simon;sp15;Establishing and Managing Information Assurance Strategies;5;6;4.25;NULL;4.25;4.25;NULL
IMT;553;michael simon;sp15;Establishing and Managing Information Assurance Strategies;8;18;4.5;NULL;4.7;4.7;NULL
IMT;553;michael simon;sp13;Establishing and Managing Information Assurance Strategies;9;19;4.75;NULL;4.6;4.94;NULL
IMT;553;michael simon;sp13;Establishing and Managing Information Assurance Strategies;1;3;5.0;NULL;5.0;5.0;NULL
IMT;553;michael simon;sp14;Establishing and Managing Information Assurance Strategies;8;16;4.5;NULL;4.83;4.83;NULL
IMT;556;annie searle;wi15;Information and Operational Risk;8;16;3.75;3.75;4.17;4.17;4.0
IMT;556;annie searle;au13;Information and Operational Risk;6;6;4.0;4.5;4.17;4.75;4.5
IMT;557;annie searle;sp15;Operational Risk Management in the Public and Private Sectors;7;11;4.0;4.75;4.13;4.13;4.75
IMT;557;annie searle;sp14;Operational Risk Management in the Public and Private Sectors;16;28;3.36;3.5;3.25;4.0;3.5
IMT;570;david randall;sp13;Analytic Methods for Information Professionals;14;42;2.75;NULL;2.8;2.4;NULL
IMT;570;jeffrey kim;sp13;Analytic Methods for Information Professionals;21;42;2.56;NULL;2.4;2.25;NULL
IMT;570;matthew saxton;sp14;Analytic Methods for Information Professionals;21;40;4.22;NULL;4.31;4.44;NULL
IMT;570;matthew saxton;sp15;Analytic Methods for Information Professionals;20;40;3.4;NULL;3.44;4.1;NULL
IMT;570;yuan lin;sp13;Analytic Methods for Information Professionals;18;37;NULL;3.67;3.25;NULL;NULL
IMT;570;jeffrey kim;sp13;Analytic Methods for Information Professionals;26;37;2.9;NULL;2.5;2.0;NULL
IMT;570;jeffrey kim;sp14;Analytic Methods for Information Professionals;22;37;1.67;NULL;1.5;0.64;NULL
IMT;570;matthew saxton;sp15;Analytic Methods for Information Professionals;16;39;4.0;NULL;4.3;4.61;NULL
IMT;570;araba sey;sp15;Analytic Methods for Information Professionals;17;39;3.6;NULL;3.6;4.13;NULL
IMT;570;emma spiro;sp15;Analytic Methods for Information Professionals;10;14;4.3;4.25;4.3;4.5;3.93
IMT;570;hazel taylor;sp13;Analytic Methods for Information Professionals;8;12;4.2;NULL;4.2;4.63;NULL
IMT;570;emma spiro;sp14;Analytic Methods for Information Professionals;15;19;3.75;NULL;3.88;4.31;NULL
IMT;576;lakhan jha;au14;Business Intelligence;10;19;1.0;1.0;0.33;0.33;1.7
IMT;580;mala sarat chandra;wi14;Management of Information Organizations;4;4;4.5;4.5;4.5;4.5;4.5
IMT;580;malavika ravi;au14;Management of Information Organizations;14;21;3.9;NULL;3.5;4.13;NULL
IMT;580;mala sarat chandra;au14;Management of Information Organizations;16;21;3.8;3.5;3.75;4.1;3.83
IMT;580;malavika ravi;au14;Management of Information Organizations;13;14;3.63;NULL;3.75;3.25;NULL
IMT;580;mala sarat chandra;au14;Management of Information Organizations;12;14;3.9;4.0;3.7;4.0;3.1
IMT;580;mala sarat chandra;au13;Management of Information Organizations;20;26;3.5;3.17;3.33;3.67;3.1
IMT;580;mala sarat chandra;au13;Management of Information Organizations;18;20;2.7;2.67;2.5;2.64;1.33
IMT;582;frank coker;sp13;Strategic Information Initiatives;6;9;3.5;NULL;3.5;3.5;NULL
IMT;582;frank coker;sp15;Strategic Information Initiatives;9;14;2.38;NULL;2.63;3.0;NULL
IMT;582;frank coker;sp14;Strategic Information Initiatives;4;8;4.17;NULL;4.5;5.0;NULL
IMT;583;frank coker;au14;Finance and Accounting Foundations for Information Professionals;9;20;3.67;NULL;3.67;3.67;NULL
IMT;583;frank coker;au13;Finance and Accounting Foundations for Information Professionals;8;17;3.75;NULL;3.75;3.5;NULL
IMT;587;robin nicklas;sp15;Principles of Information Project Management;15;21;4.43;NULL;4.56;4.82;NULL
IMT;587;robin nicklas;au14;Principles of Information Project Management;12;14;4.9;NULL;4.95;4.95;NULL
IMT;587;robin nicklas;au13;Principles of Information Project Management;24;32;4.61;4.64;4.72;4.67;4.25
IMT;587;robin nicklas;wi14;Principles of Information Project Management;18;35;4.86;NULL;4.86;4.81;NULL
IMT;587;robin nicklas;sp14;Principles of Information Project Management;18;30;4.38;NULL;4.6;4.9;NULL
IMT;587;suzann parker;sp14;Principles of Information Project Management;16;30;4.06;NULL;4.06;3.64;NULL
IMT;588;peter bonow;au14;Enterprise Project Management in Information Organizations;6;11;3.83;NULL;4.75;4.9;NULL
IMT;588;peter bonow;au13;Enterprise Project Management in Information Organizations;11;12;3.25;NULL;3.58;3.63;NULL
IMT;589;david stearns;sp15;Special Topics in Information Management;5;5;5.0;5.0;5.0;5.0;5.0
IMT;589;annie searle;sp13;Special Topics in Information Management;6;12;4.25;4.25;4.75;4.75;4.5
IMT;589;greg hay;wi15;Special Topics in Information Management;12;33;3.5;NULL;3.5;3.83;NULL
IMT;589;mala sarat chandra;sp14;Special Topics in Information Management;11;11;4.08;4.4;4.08;4.38;4.14
IMT;589;natascha karlova;au13;Special Topics in Information Management;21;40;3.69;NULL;3.75;3.75;NULL
IMT;589;laura schildkraut;au13;Special Topics in Information Management;29;40;3.65;NULL;3.44;4.81;NULL
IMT;589;laura schildkraut;au13;Special Topics in Information Management;28;40;3.42;NULL;3.6;4.72;NULL
IMT;589;natascha karlova;au13;Special Topics in Information Management;30;40;3.34;NULL;3.5;3.64;NULL
IMT;589;joshua blumenstock;au13;Special Topics in Information Management;25;37;4.21;NULL;4.29;4.58;NULL
IMT;589;lakhan jha;au13;Special Topics in Information Management;22;33;3.88;NULL;3.75;3.64;NULL
IMT;590;mala sarat chandra;su13;Internship in Information Management;34;73;3.79;NULL;3.75;3.36;NULL
IMT;590;mike crandall;su13;Internship in Information Management;39;73;3.59;NULL;3.72;3.67;NULL
IMT;590;mala sarat chandra;su14;Internship in Information Management;20;65;4.0;NULL;3.9;3.67;NULL
IMT;590;mike crandall;wi15;Internship in Information Management;5;25;3.75;4.25;3.75;4.0;4.25
IMT;590;mike crandall;wi14;Internship in Information Management;20;35;4.36;4.64;4.25;4.73;4.55
IMT;590;mike crandall;au14;Internship in Information Management;12;39;4.64;4.64;4.64;4.64;4.64
IMT;590;mike crandall;sp13;Internship in Information Management;1;10;4.0;NULL;4.0;4.0;NULL
IMT;590;mala sarat chandra;sp14;Internship in Information Management;7;26;4.17;4.33;4.38;4.33;4.33
IMT;590;mala sarat chandra;sp15;Internship in Information Management;4;27;3.0;NULL;3.25;3.0;NULL
IMT;598;hans scholl;sp15;Emerging Trends in Information Management and Technology;2;2;5.0;NULL;4.5;5.0;NULL
IMT;598;hans scholl;sp13;Emerging Trends in Information Management and Technology;5;8;NULL;4.88;5.0;NULL;NULL
INDE;250;w chaovalitwongse;au13;Fundamentals of Engineering Economy;35;55;4.0;4.17;4.08;4.41;4.69
INDE;250;alexander hanning;su13;Fundamentals of Engineering Economy;16;25;3.5;3.83;3.25;3.0;3.7
INDE;250;alexander hanning;su14;Fundamentals of Engineering Economy;14;20;3.83;3.75;3.75;4.17;3.93
INDE;250;shan liu;sp14;Fundamentals of Engineering Economy;43;68;3.95;3.83;4.0;3.93;4.41
INDE;250;w. chaovalitwongse;sp15;Fundamentals of Engineering Economy;36;68;4.38;4.43;4.41;4.38;4.55
INDE;250;cao xiao;sp15;Fundamentals of Engineering Economy;19;68;4.06;4.08;4.11;3.6;4.19
INDE;250;shan liu;au14;Fundamentals of Engineering Economy;31;66;3.92;4.04;3.85;4.18;4.59
INDE;315;kailash kapur;su14;Probability and Statistics for Engineers;15;39;3.63;4.0;3.8;4.0;4.0
INDE;315;pengbo zhang;su13;Probability and Statistics for Engineers;18;29;NULL;4.0;3.5;NULL;NULL
INDE;315;kailash kapur;sp13;Probability and Statistics for Engineers;60;137;3.06;3.0;3.07;3.08;3.08
INDE;315;dae won;sp15;Probability and Statistics for Engineers;98;146;3.07;3.05;3.1;3.09;3.16
INDE;315;tolulope abe;sp15;Probability and Statistics for Engineers;98;146;3.09;3.07;3.13;3.23;3.08
INDE;315;peter johnson;sp15;Probability and Statistics for Engineers;140;147;3.02;2.89;2.93;2.94;3.27
INDE;315;peter johnson;au14;Probability and Statistics for Engineers;146;152;3.09;2.93;3.02;3.02;3.39
INDE;315;linda boyle;sp14;Probability and Statistics for Engineers;85;145;NULL;3.34;3.26;NULL;NULL
INDE;315;peter johnson;au13;Probability and Statistics for Engineers;51;145;3.4;3.3;3.33;3.38;3.79
INDE;315;peter johnson;wi15;Probability and Statistics for Engineers;104;128;3.4;3.28;3.27;3.43;3.48
INDE;315;rachel st john;wi15;Probability and Statistics for Engineers;60;128;3.64;3.71;3.59;3.78;3.63
INDE;315;peter johnson;wi14;Probability and Statistics for Engineers;52;138;3.05;2.68;2.93;2.88;3.69
INDE;315;kailash kapur;su13;Probability and Statistics for Engineers;23;33;NULL;4.29;4.54;NULL;NULL
INDE;316;kailash kapur;wi14;Design of Experiments and Regression Analysis;49;52;NULL;3.18;2.86;NULL;NULL
INDE;316;linda boyle;wi15;Design of Experiments and Regression Analysis;26;61;NULL;3.81;3.96;NULL;NULL
INDE;321;rachel st john;sp13;Statistical Quality Control;26;51;4.2;4.57;4.25;4.57;4.5
INDE;321;shuai huang;sp15;Statistical Quality Control;22;70;3.13;3.25;3.5;3.5;3.5
INDE;351;linda boyle;sp13;Human Factors in Design;41;51;NULL;4.11;4.0;NULL;NULL
INDE;351;yiyun peng;sp13;Human Factors in Design;33;40;NULL;4.21;4.25;NULL;NULL
INDE;351;yuqing wu;sp15;Human Factors in Design;10;42;NULL;4.67;4.3;NULL;NULL
INDE;351;erika miller;sp15;Human Factors in Design;20;42;NULL;4.0;4.06;NULL;NULL
INDE;351;linda boyle;sp14;Human Factors in Design;52;55;NULL;3.5;3.75;NULL;NULL
INDE;410;fatemeh saberian;au14;Linear and Network Programming;49;65;4.34;4.26;4.22;4.14;4.38
INDE;410;ali ajdari;au14;Linear and Network Programming;46;65;4.25;4.22;4.25;4.0;4.2
INDE;410;archis ghate;au13;Linear and Network Programming;41;59;4.61;4.61;4.68;4.68;4.52
INDE;411;zelda zabinsky;wi15;Stochastic Models and Decision Analysis;25;60;4.13;3.96;4.13;4.05;3.81
INDE;411;archis ghate;wi14;Stochastic Models and Decision Analysis;38;60;4.81;4.84;4.84;4.88;4.9
INDE;412;archis ghate;sp13;Integer and Dynamic Programming;26;35;4.57;4.69;4.63;4.85;4.74
INDE;412;archis ghate;sp14;Integer and Dynamic Programming;25;45;4.9;4.98;4.9;4.98;4.95
INDE;424;benita beamon;wi14;Simulation;34;50;3.65;3.77;3.97;3.67;4.14
INDE;424;joseph heim;wi15;Simulation;16;58;3.83;3.64;3.83;3.17;3.75
INDE;424;tolulope abe;wi15;Simulation;22;58;3.8;4.31;3.94;4.5;4.06
INDE;426;kailash kapur;sp14;Reliability Engineering and System Safety;28;50;3.5;3.42;3.67;3.39;3.86
INDE;430;joseph heim;au14;Manufacturing Scheduling and Inventory;40;63;NULL;2.42;2.5;NULL;NULL
INDE;439;w chaovalitwongse;au13;Plant Layout and Material Handling;25;54;3.89;4.25;4.18;4.44;4.76
INDE;455;thomas furness;au14;User Interface Design;33;59;NULL;4.5;4.81;NULL;NULL
INDE;494;christina mastrangelo;wi14;Design in the Manufacturing Firm;15;53;3.57;3.63;3.95;4.25;4.06
INDE;494;christina mastrangelo;wi15;Design in the Manufacturing Firm;20;50;3.83;3.93;3.94;3.7;4.13
INDE;495;christina mastrangelo;sp13;Industrial Engineering Design;23;35;4.18;4.77;4.29;4.77;4.82
INDE;495;christina mastrangelo;sp14;Industrial Engineering Design;27;53;3.44;NULL;3.64;3.55;NULL
INDE;495;christina mastrangelo;sp15;Industrial Engineering Design;30;50;4.04;4.32;4.14;4.17;4.12
INDE;496;thomas furness;sp14;Technology-Based Entrepreneurship;10;16;NULL;4.88;4.79;NULL;NULL
INDE;496;thomas furness;sp15;Technology-Based Entrepreneurship;7;22;NULL;4.63;4.63;NULL;NULL
INDE;508;archis ghate;wi14;Stochastic Processes in Engineering;25;27;4.61;4.61;4.61;4.96;4.54
INDE;512;w. chaovalitwongse;au14;Introduction to Optimization Models;24;31;4.25;4.19;4.5;4.5;4.35
INDE;513;zelda zabinsky;sp13;Linear Optimization Models in Engineering;11;11;4.0;3.67;4.13;3.25;4.81
INDE;513;zelda zabinsky;au13;Linear Optimization Models in Engineering;19;22;4.55;4.6;4.55;4.77;4.77
INDE;513;zelda zabinsky;au14;Linear Optimization Models in Engineering;30;31;4.62;4.17;4.56;4.5;4.56
INDE;521;shuai huang;wi15;Quality Control in Manufacturing;19;25;NULL;4.4;4.08;NULL;NULL
INDE;524;shuai huang;wi15;Robust Design and Quality Engineering;27;38;NULL;3.4;3.22;NULL;NULL
INDE;524;kailash kapur;wi14;Robust Design and Quality Engineering;13;16;3.92;3.86;3.92;3.92;3.75
INDE;526;kailash kapur;su14;Reliability in Product Design and Testing;11;13;4.58;4.71;4.25;4.58;4.58
INDE;535;joseph heim;sp13;Engineering Simulation;14;18;4.0;4.33;3.95;3.88;3.83
INDE;535;benita beamon;sp14;Engineering Simulation;11;12;4.71;4.71;4.71;4.71;4.71
INDE;535;joseph heim;sp15;Engineering Simulation;15;22;NULL;3.6;3.4;NULL;NULL
INDE;543;thomas furness;au14;Virtual Interface Technology;15;22;NULL;4.82;4.75;NULL;NULL
INDE;549;linda boyle;sp15;Human Factors in Engineering Design;12;17;NULL;3.5;3.9;NULL;NULL
INDE;570;benita beamon;au13;Supply Chain Systems;21;30;4.0;4.14;4.19;4.11;4.63
INDE;581;stephen montgomery;au14;Navigating the Business Environment;8;16;4.5;NULL;4.5;4.25;NULL
INDE;581;stephen montgomery;au14;Navigating the Business Environment;7;9;4.13;NULL;4.0;4.63;NULL
INDE;581;stephen montgomery;au14;Navigating the Business Environment;7;8;4.8;NULL;4.8;4.92;NULL
INDE;582;khaliq iqbal;wi15;Technical Leadership;28;41;NULL;4.0;4.1;NULL;NULL
INDE;583;theresa barker;sp13;Decision Analysis in Engineering;21;17;3.71;3.82;3.44;3.71;4.11
INDE;583;joseph heim;sp15;Decision Analysis in Engineering;22;44;3.63;3.36;3.21;2.9;3.92
INDE;595;khaliq iqbal;wi15;Global Integrated Systems Engineering;17;30;3.8;3.88;4.33;3.75;3.8
INDE;595;christina mastrangelo;wi15;Global Integrated Systems Engineering;17;30;3.63;3.4;3.43;3.63;2.71
INDE;596;christina mastrangelo;sp15;Global Integrated Systems Engineering Project;11;29;3.63;3.75;3.88;3.88;3.67
INDE;599;randy wheeler;au14;Special Topics in Industrial Engineering;10;16;3.1;2.67;2.5;3.0;1.25
INDE;599;james salmon;su14;Special Topics in Industrial Engineering;5;8;3.75;3.75;3.75;3.75;3.0
INDE;599;james salmon;su13;Special Topics in Industrial Engineering;3;5;NULL;5.0;4.75;NULL;NULL
INDE;599;edmund clapp iii;sp15;Special Topics in Industrial Engineering;17;20;3.57;3.33;3.58;3.63;3.57
INDE;599;shan liu;wi15;Special Topics in Industrial Engineering;27;30;2.44;2.42;2.22;2.58;3.43
INDE;599;shan liu;wi14;Special Topics in Industrial Engineering;15;16;4.31;4.0;4.25;4.67;4.42
INDE;599;randy wheeler;au13;Special Topics in Industrial Engineering;9;11;3.38;3.67;3.88;3.88;4.25
INDN;590;timothy lenz;au14;Special Topics in Indology;2;2;5.0;5.0;5.0;5.0;5.0
INDN;590;timothy lenz;wi15;Special Topics in Indology;2;2;5.0;5.0;5.0;5.0;5.0
INDN;590;timothy lenz;sp15;Special Topics in Indology;2;2;5.0;5.0;5.0;5.0;5.0
INDO;111;desiana sandjaja;au14;Elementary Indonesian;8;13;4.25;4.83;4.13;4.5;3.17
INDO;111;desiana sandjaja;au13;Elementary Indonesian;10;14;4.67;4.79;4.88;4.94;4.67
INDO;112;desiana sandjaja;wi14;Elementary Indonesian;10;11;5.0;4.94;5.0;5.0;4.75
INDO;112;desiana sandjaja;wi15;Elementary Indonesian;8;13;5.0;4.93;5.0;5.0;4.83
INDO;113;desiana sandjaja;sp14;Elementary Indonesian;8;10;5.0;4.7;5.0;5.0;4.8
INDO;113;desiana sandjaja;sp15;Elementary Indonesian;5;6;4.88;5.0;5.0;5.0;5.0
INDO;211;desiana sandjaja;au14;Intermediate Indonesian;7;9;4.63;4.13;4.8;4.92;4.75
INDO;211;desiana sandjaja;au13;Intermediate Indonesian;4;4;5.0;4.83;5.0;5.0;5.0
INDO;212;desiana sandjaja;wi14;Intermediate Indonesian;3;3;5.0;4.75;5.0;5.0;5.0
INDO;212;desiana sandjaja;wi15;Intermediate Indonesian;4;4;4.5;4.83;4.5;4.83;4.5
INDO;213;desiana sandjaja;sp14;Intermediate Indonesian;2;3;4.0;4.5;4.5;5.0;5.0
INDO;213;desiana sandjaja;sp15;Intermediate Indonesian;4;4;5.0;4.83;5.0;5.0;5.0
INDO;311;desiana sandjaja;au14;Advanced Indonesian;1;1;4.0;4.0;4.0;4.0;5.0
INDO;311;desiana sandjaja;au13;Advanced Indonesian;4;4;4.5;4.83;4.83;4.83;4.5
INDO;312;desiana sandjaja;wi14;Advanced Indonesian;4;4;4.83;5.0;5.0;5.0;4.83
INDO;312;desiana sandjaja;wi15;Advanced Indonesian;1;1;5.0;5.0;5.0;5.0;5.0
INDO;313;desiana sandjaja;sp14;Advanced Indonesian;4;4;5.0;5.0;5.0;5.0;4.83
